"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"org/jfree/chart/renderer/AbstractRenderer.setBaseItemLabelFont:(Ljava/awt/Font;Z)V","2","2","2","1","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","Font","fireChangeEvent","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getItemLabelPaint:(IIZ)Ljava/awt/Paint;","2","3","4","1","0","20","12","71.69925001442313","3.0","215.0977500432694","0.02389975000480771","0","0","0","11","9","Paint","getSeriesItemLabelPaint","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesItemLabelPaint:(I)Ljava/awt/Paint;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getPaint","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesItemLabelPaint:(ILjava/awt/Paint;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Paint","setSeriesItemLabelPaint","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesItemLabelPaint:(ILjava/awt/Paint;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Paint","fireChangeEvent","setPaint","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseItemLabelPaint:()Ljava/awt/Paint;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseItemLabelPaint:(Ljava/awt/Paint;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","Paint","setBaseItemLabelPaint","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseItemLabelPaint:(Ljava/awt/Paint;Z)V","2","2","2","1","0","24","19","101.95026032264605","5.0","509.7513016132302","0.03398342010754868","0","1","0","14","10","Paint","fireChangeEvent","<init>","","IllegalArgumentException","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getPositiveItemLabelPosition:(IIZ)Lorg/jfree/chart/labels/ItemLabelPosition;","1","3","3","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","getSeriesPositiveItemLabelPosition","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesPositiveItemLabelPosition:(I)Lorg/jfree/chart/labels/ItemLabelPosition;","2","1","2","1","0","24","15","93.76537429460444","4.0","375.06149717841777","0.03125512476486815","0","1","0","13","11","ItemLabelPosition","","get","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesPositiveItemLabelPosition:(ILorg/jfree/chart/labels/ItemLabelPosition;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","ItemLabelPosition","setSeriesPositiveItemLabelPosition","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesPositiveItemLabelPosition:(ILorg/jfree/chart/labels/ItemLabelPosition;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","ItemLabelPosition","fireChangeEvent","set","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBasePositiveItemLabelPosition:()Lorg/jfree/chart/labels/ItemLabelPosition;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBasePositiveItemLabelPosition:(Lorg/jfree/chart/labels/ItemLabelPosition;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","ItemLabelPosition","setBasePositiveItemLabelPosition","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBasePositiveItemLabelPosition:(Lorg/jfree/chart/labels/ItemLabelPosition;Z)V","2","2","2","1","0","24","19","101.95026032264605","5.0","509.7513016132302","0.03398342010754868","0","1","0","14","10","ItemLabelPosition","fireChangeEvent","<init>","","IllegalArgumentException","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getNegativeItemLabelPosition:(IIZ)Lorg/jfree/chart/labels/ItemLabelPosition;","1","3","3","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","getSeriesNegativeItemLabelPosition","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesNegativeItemLabelPosition:(I)Lorg/jfree/chart/labels/ItemLabelPosition;","2","1","2","1","0","24","15","93.76537429460444","4.0","375.06149717841777","0.03125512476486815","0","1","0","13","11","ItemLabelPosition","","get","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesNegativeItemLabelPosition:(ILorg/jfree/chart/labels/ItemLabelPosition;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","ItemLabelPosition","setSeriesNegativeItemLabelPosition","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesNegativeItemLabelPosition:(ILorg/jfree/chart/labels/ItemLabelPosition;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","ItemLabelPosition","fireChangeEvent","set","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseNegativeItemLabelPosition:()Lorg/jfree/chart/labels/ItemLabelPosition;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseNegativeItemLabelPosition:(Lorg/jfree/chart/labels/ItemLabelPosition;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","ItemLabelPosition","setBaseNegativeItemLabelPosition","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseNegativeItemLabelPosition:(Lorg/jfree/chart/labels/ItemLabelPosition;Z)V","2","2","2","1","0","24","19","101.95026032264605","5.0","509.7513016132302","0.03398342010754868","0","1","0","14","10","ItemLabelPosition","fireChangeEvent","<init>","","IllegalArgumentException","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getItemLabelAnchorOffset:()D","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setItemLabelAnchorOffset:(D)V","1","1","1","0","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","","fireChangeEvent","","","","public","3"
"org/jfree/chart/renderer/AbstractRenderer.getItemCreateEntity:(IIZ)Z","1","3","4","1","0","21","13","77.70923408096293","3.0","233.1277022428888","0.025903078026987644","0","0","0","12","9","Boolean","getSeriesCreateEntities","booleanValue","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesCreateEntities:(I)Ljava/lang/Boolean;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getBoolean","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesCreateEntities:(ILjava/lang/Boolean;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Boolean","setSeriesCreateEntities","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesCreateEntities:(ILjava/lang/Boolean;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Boolean","fireChangeEvent","setBoolean","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseCreateEntities:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseCreateEntities:(Z)V","1","1","1","0","0","8","8","24.0","2.0","48.0","0.008","0","0","0","5","3","","setBaseCreateEntities","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseCreateEntities:(ZZ)V","2","2","2","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","","fireChangeEvent","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getDefaultEntityRadius:()I","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setDefaultEntityRadius:(I)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.lookupLegendShape:(I)Ljava/awt/Shape;","3","1","2","1","0","31","13","114.71363126237385","6.0","688.2817875742431","0.038237877087457954","0","0","0","17","14","Shape","getLegendShape lookupSeriesShape","","","","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getLegendShape:(I)Ljava/awt/Shape;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getShape","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setLegendShape:(ILjava/awt/Shape;)V","1","2","2","1","0","15","11","51.89147427955947","2.0","103.78294855911894","0.01729715809318649","0","0","0","8","7","Shape","fireChangeEvent","setShape","","","public","3"
"org/jfree/chart/renderer/AbstractRenderer.getBaseLegendShape:()Ljava/awt/Shape;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseLegendShape:(Ljava/awt/Shape;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","Shape","fireChangeEvent","","","","public","3"
"org/jfree/chart/renderer/AbstractRenderer.getTreatLegendShapeAsLine:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","protected","1"
"org/jfree/chart/renderer/AbstractRenderer.setTreatLegendShapeAsLine:(Z)V","2","1","1","0","0","18","11","62.26976913547136","6.0","373.6186148128281","0.020756589711823786","0","0","0","10","8","","fireChangeEvent","","","","protected","4"
"org/jfree/chart/renderer/AbstractRenderer.lookupLegendTextFont:(I)Ljava/awt/Font;","2","1","2","1","0","20","12","71.69925001442313","3.0","215.0977500432694","0.02389975000480771","0","0","0","11","9","Font","getLegendTextFont","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getLegendTextFont:(I)Ljava/awt/Font;","1","1","1","0","0","11","11","38.053747805010275","3.0","114.16124341503082","0.012684582601670092","0","1","0","6","5","","","get","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setLegendTextFont:(ILjava/awt/Font;)V","1","2","2","1","0","15","11","51.89147427955947","2.0","103.78294855911894","0.01729715809318649","0","0","0","8","7","Font","fireChangeEvent","set","","","public","3"
"org/jfree/chart/renderer/AbstractRenderer.getBaseLegendTextFont:()Ljava/awt/Font;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseLegendTextFont:(Ljava/awt/Font;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","Font","fireChangeEvent","","","","public","3"
"org/jfree/chart/renderer/AbstractRenderer.lookupLegendTextPaint:(I)Ljava/awt/Paint;","2","1","2","1","0","20","12","71.69925001442313","3.0","215.0977500432694","0.02389975000480771","0","0","0","11","9","Paint","getLegendTextPaint","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getLegendTextPaint:(I)Ljava/awt/Paint;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getPaint","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setLegendTextPaint:(ILjava/awt/Paint;)V","1","2","2","1","0","15","11","51.89147427955947","2.0","103.78294855911894","0.01729715809318649","0","0","0","8","7","Paint","fireChangeEvent","setPaint","","","public","3"
"org/jfree/chart/renderer/AbstractRenderer.getBaseLegendTextPaint:()Ljava/awt/Paint;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseLegendTextPaint:(Ljava/awt/Paint;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","Paint","fireChangeEvent","","","","public","3"
"org/jfree/chart/renderer/AbstractRenderer.getDataBoundsIncludesVisibleSeriesOnly:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setDataBoundsIncludesVisibleSeriesOnly:(Z)V","1","1","1","0","0","19","15","74.23092131656186","4.0","296.92368526624745","0.024743640438853954","0","1","0","11","8","","notifyListeners","<init>","","","public","3"
"org/jfree/chart/renderer/AbstractRenderer.calculateLabelAnchorPoint:(Lorg/jfree/chart/labels/ItemLabelAnchor;DDLorg/jfree/chart/plot/PlotOrientation;)Ljava/awt/geom/Point2D;","26","4","5","3","0","766","51","4345.077811950166","56.0","243324.35746920927","1.4483592706500552","0","25","0","457","309","Point2D PlotOrientation ItemLabelAnchor","","<init>","","","protected","52"
"org/jfree/chart/renderer/AbstractRenderer.addChangeListener:(Lorg/jfree/chart/event/RendererChangeListener;)V","1","1","1","1","0","20","17","81.7492568250068","4.0","326.9970273000272","0.027249752275002266","0","1","0","11","9","RendererChangeListener","","add <init>","","IllegalArgumentException","public","4"
"org/jfree/chart/renderer/AbstractRenderer.removeChangeListener:(Lorg/jfree/chart/event/RendererChangeListener;)V","1","1","1","1","0","20","17","81.7492568250068","4.0","326.9970273000272","0.027249752275002266","0","1","0","11","9","RendererChangeListener","","<init> remove","","IllegalArgumentException","public","4"
"org/jfree/chart/renderer/AbstractRenderer.hasListener:(Ljava/util/EventListener;)Z","1","1","2","2","0","17","14","64.72503367497926","3.0","194.17510102493776","0.021575011224993085","0","0","0","9","8","EventListener List","","getListenerList contains asList","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.fireChangeEvent:()V","1","0","0","0","0","12","10","39.863137138648355","3.0","119.58941141594507","0.013287712379549451","0","1","0","7","5","","notifyListeners","<init>","","","protected","2"
"org/jfree/chart/renderer/AbstractRenderer.notifyListeners:(Lorg/jfree/chart/event/RendererChangeEvent;)V","3","1","3","2","0","43","29","208.89318279048564","9.0","1880.0386451143709","0.06963106093016189","0","1","1","26","17","RendererChangeEvent Object[]","","getListenerList rendererChanged","","","public","6"
"org/jfree/chart/renderer/AbstractRenderer.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","501","61","2971.299406119006","28.0","83196.38337133217","0.990433135373002","0","2","0","312","189","Object AbstractRenderer","","equal equals","","","public","82"
"org/jfree/chart/renderer/AbstractRenderer.hashCode:()I","1","0","1","0","0","167","27","794.0662128612994","12.0","9528.794554335593","0.26468873762043316","0","0","0","84","83","","","hashCode","","","public","18"
"org/jfree/chart/renderer/AbstractRenderer.clone:()Ljava/lang/Object;","19","0","1","1","0","324","48","1809.5278502336548","24.0","43428.668405607714","0.6031759500778849","0","19","0","172","152","AbstractRenderer","","clone <init>","CloneNotSupportedException","","protected","39"
"org/jfree/chart/renderer/AbstractRenderer.writeObject:(Ljava/io/ObjectOutputStream;)V","1","1","1","1","0","77","20","332.78846330632695","4.0","1331.1538532253078","0.11092948776877565","0","0","0","39","38","ObjectOutputStream","","writeShape writePaint defaultWriteObject writeStroke","IOException","","private","11"
"org/jfree/chart/renderer/AbstractRenderer.readObject:(Ljava/io/ObjectInputStream;)V","1","1","1","1","0","86","26","404.23781576013397","8.0","3233.9025260810718","0.13474593858671133","0","1","0","44","42","ObjectInputStream","","readStroke defaultReadObject readShape <init> readPaint","IOException ClassNotFoundException","","private","12"
"org/jfree/chart/renderer/AbstractRenderer.<clinit>:()V","1","0","0","0","0","69","39","364.69275310149516","5.0","1823.4637655074757","0.12156425103383171","0","5","0","36","33","","","cos sin <init>","","","static","10"
